smiles,4lde qvina,4lde smina
CCC1C(=C2C(=O)N3CC=CCC3=NN2c2ccccc2)c2ccc1cc2,-6.5,-5.9
Cc1cc2c(cc1)-c1c(ccc3c1c1c(CC(c4ccccc4)OC1=O)n3C)S2(=O)=O,-6.5,-5.9
O=Cc1ccc(N(C(=O)OCc2ccccc2)c2c(Cl)ccc3c2C2C(=O)NN=C2C3)cc1,-6.6,-5.9
O=C1C=CC=C2C1=C1C=CC(c3ccccc3OC(=O)c3ccccc3)=C1C(=O)C2c1ccccc1,-6.6,-5.9
CC=C(C)N=C(c1ccccc1)c1cc2c3c(=CC)c4c(cc(Br)cc24)n3c1=O,-6.6,-5.9
CC(CO)=C1Sc2cc3c(cc2)CC(c2nc(=O)[nH]c(F)c2)N13,-6.7,-5.9
CC(Cc1ccccc1)=C1C(c2ccc(C=O)cc2)=C(C)C(c2ccccc2)=C1S(=O)(=O)c1ccccc1,-6.8,-5.9
COc1ccc(C2=CC(=O)n3c2c(-c2ccccc2)c2c3cccc2C)cc1,-6.9,-5.9
CCC(C=CC=CC(C(=O)N=c1c2ccccc2oc2c1cccc2)=C(C)CCO)=NC(=C(OC(C)C)c1ccc(OC)cc1)c1ccccc1,-6.9,-5.9
CCCCc1c(N(CCO)C(=Nc2c(C)cccc2)SC)cccc1,-6.9,-5.9
CO[N+]1(C)CC2(CCO2)CCN(C(=O)C(C)O)C1=O,-7.0,-5.9
CNC(=O)N(C(=O)C1=C2NC=C(O2)C(C(=O)c2ccccc2)=C1)C(=O)c1ccccc1,-7.3,-5.9
CC=CC(C=O)=C1C=CC2=CN1C(=O)C(=C1C=CNS1(=O)=O)C2,-7.5,-5.9
CCC(C)=C1C2=C(C)C(=O)C13CC2=C(C(=CCCC(=O)O)C(C)(CC)c1ccccc1)S3(=O)=O,-7.5,-5.9
CCC(C=CC=CC(=Nc1ccccc1)c1ccccc1)=C1C=C(Br)c2c1c1c(cccc1)[nH]2,-7.6,-5.9
CCCc1c(N(C=NN)c2cc(Cl)ccc2-c2ccccc2CC)cccc1,-7.9,-5.9
Cc1c(-c2ccccc2)c(-c2ccccc2)c2C=C(c3ccccc3)c1c2,-7.9,-5.9
CCCCC(C=O)c1c(C(=O)C(C(=O)C(=CC=CCC=O)C(C=C(C)CO)=C(NCCCCCO)c2ccccc2)=C(C)CC(=O)O)cccc1,-9.0,-5.9
O(c1cc2[C@]([C@H]3[C@@H](CC(=O)N3)C(=O)N)(CCC2)c2c1ccc(OC)c2)C,-10.4,-5.9
CCCC(=O)Oc1c(C(=O)N2CCC=CN2C(=O)c2c(C(=O)NC)cccc2)cccc1,-10.8,-5.9
O=C(O)C1=C2Sc3c(ccc(F)c3)N2c2c(cccc2)C1=c1sc2cc3ncc2n13,-0.1,-6.0
O=CC=C1CC(=C2c3c(cccc3)N3c4cc(ccc24)S3(=O)=O)COC1=O,-4.4,-6.0
CC=C(C)C1(c2c(C3Cc4c(cccc4)S3)cc(Cl)cc2)C(C)=CC2=C(c3ccccc3)OCC21,-4.6,-6.0
COc1ccc(N(N=C(C=C(C(=O)O)C(F)=C2C=CC(CC=CC=CC=CC(C)C=O)=CO2)c2ccccc2)c2ccccc2)cc1,-4.7,-6.0
CC1(C)C2=CC(Cl)=C1C=C2C(Cc1cccc2c1COS2(=O)=O)=C(CS(=O)(=O)c1ccccc1)c1ccccc1,-4.9,-6.0
CC1=C(C(=C(C(C=NN)=C(C)Cc2ccccc2)c2ccccc2)c2ccccc2)C=C(c2ccccc2)C1,-5.0,-6.0
Cc1c(C)n2c(=O)n1CC(=CN1C(=O)OCc3c1cccc3)C2C(=O)Oc1c2CCn1c(=O)[nH]c2=O,-5.5,-6.0
OCC1=C2CSC(=C(O)C2)C1,-5.6,-6.0
CN(O)CCCCOC1(C)CC1,-5.6,-6.0
COC(C)CC(C)C1C(O)CN1N(C)C,-5.6,-6.0
CC(C)CC(CO)C(=O)O,-5.6,-6.0
SCNOOc1ccccc1,-5.6,-6.0
CC=CC1=C(C(=O)NCC(N)=O)c2c(C1)c(=O)n(-c1c(C(F)F)cccc1)c1c2cccc1,-5.6,-6.0
CCCC1CCC(c2ccccc2-n2c3c(CCCO3)c3c2cccc3)OC1=O,-5.6,-6.0
CN=C(O)C(SC)(S(N)(=O)=O)S(=O)(=O)O,-5.6,-6.0
CC(C)OS(=O)(=O)CC(=CF)CO,-5.7,-6.0
CC(C(=O)N(CCCC=O)C(=O)n1c2c3ccccc3c1cc2)=C(N)c1ccccc1,-5.7,-6.0
OCC1(O)CCC(Cl)O1,-5.7,-6.0
CN(C=O)C(=O)NC=CC=CN,-5.7,-6.0
CCC(C(=O)OC(=O)NC)N(C)C,-5.7,-6.0
CCCC=CC=C1C(=Nc2c(CCC)cccc2)c2c3cc(cc2)S(=O)(=O)N13,-5.7,-6.0
NC=CCc1ccccn1,-5.7,-6.0
CCC(=O)NONC(=O)NC,-5.7,-6.0
NN=C1C=CS(=O)(=O)OC1,-5.7,-6.0
CCCC(O)ON=C(O)Cl,-5.7,-6.0
CC1(O)CCC(CO)C1,-5.7,-6.0
O=[N+](O)N1CCC(O)OC1,-5.7,-6.0
CNC=C(CC(=O)O)C(=O)O,-5.7,-6.0
N#CC(=O)C=NC(=CO)N(N)CN,-5.7,-6.0
CCC(CC)=C(S)N=CCO,-5.7,-6.0
CC=CCC(=O)OC(=O)N1C(C(=O)c2ccccc2)=CC(=C(N)c2ccccc2)c2c1cccc2,-5.7,-6.0
C=CC=CC1Sc2cn1cn2,-5.7,-6.0
CCC(CO)C(OCN)N1CCSC1=O,-5.7,-6.0
CC=CC=Cc1cc(C23Oc4ccc2c(c4)-c2c(OC)ccc3c2)c(N=C(C)OC(=O)C=NO)cc1F,-5.7,-6.0
CC=C1CCc2c(Cl)cc(CC(=O)N(C(=O)c3ccccc3)C3=CC(=Cc4c(N)cccc4)C(=O)OC3)c1c2,-5.7,-6.0
C=CC=CC1SCN=CN1C,-5.7,-6.0
CC(=CC(=O)OC(C)=C(C(Br)=Cc1c2CCC(=O)n1c1c2cccc1)c1c(N)[nH]c(=O)[nH]c1=O)CO,-5.7,-6.0
NC=CN1CC2=CNC1CC2,-5.8,-6.0
Nc1cc2c3cc1Oc2c[nH]3,-5.8,-6.0
CCCCN(CCCO)C(N)=O,-5.8,-6.0
CC1=CC(O)C=C1C,-5.8,-6.0
O=C(O)c1c2cc(cn1)OC2,-5.8,-6.0
NC(Cl)=C1C=NC(=O)N1,-5.8,-6.0
O=C(O)C1=CC=CC1,-5.8,-6.0
NC=CN1CCCC1=O,-5.8,-6.0
O=C1OC2=C(Cl)C(=C(F)C2)C1S,-5.8,-6.0
O=C(CCC(=C(Cl)C(=O)c1ccccc1)c1ccc(Cl)cc1)NC=C1C(=O)CC(CCl)=C1c1c[nH]c(=O)oc1=O,-5.8,-6.0
NCc1ccc(Cl)cc1,-5.8,-6.0
Nc1ccc(Cl)cc1,-5.8,-6.0
NC(C=O)=CCC(=O)OCCBr,-5.8,-6.0
Nc1c(C=CF)nccc1,-5.8,-6.0
Nc1cc2c(Cl)nc1OC2,-5.8,-6.0
Nc1c2cc(nc1)C(=O)O2,-5.8,-6.0
COCC=Cc1cnc(O)[nH]1,-5.8,-6.0
O=CC1=CNC(=O)C(Br)C1,-5.8,-6.0
O=C1N=CS(=O)(=O)N1CCCO,-5.8,-6.0
O=CCCCS(=O)(=O)S(=O)(=O)CCCO,-5.8,-6.0
O=CC1=C2C(O)=CC(=N1)S2(=O)=O,-5.8,-6.0
CCCCCCC(=O)N=O,-5.8,-6.0
CC(C=O)=CC(C)=C1C=C(c2c(C(=O)O)cco2)S(=O)(=O)C1c1ccccc1,-5.8,-6.0
CC=CC=C(C=C1C=C(C)C(CCC=O)=C1c1ccccc1)C(=C(C)Cc1ccccc1)c1ccccc1,-5.8,-6.0
CC(CCCC(=N)O)=NO,-5.8,-6.0
CCC=CCC(C)CCO,-5.8,-6.0
C[O+](CC(O)CCCN)CC1CCO1,-5.8,-6.0
CCC1CC2CCC12O,-5.8,-6.0
CCCN(N)C1CCCC1,-5.8,-6.0
CCOC1NNCN(C)CCCC1(O)N(C)CC,-5.8,-6.0
CCCCC1(C)CCCC1,-5.8,-6.0
CNCCC[O+](CC(=O)O)C(=O)O,-5.8,-6.0
OCC1=CC2=CCC1OC2,-5.8,-6.0
CCCC(C)=CC(=O)O,-5.8,-6.0
CCNC=CC(=C(C)N)[SH](=O)=O,-5.8,-6.0
CCOC(=O)c1cnccc1,-5.8,-6.0
CC(=O)OCCN(C)C=NCNN,-5.8,-6.0
C=CC=C(SC)C(=NNC)C(=NN)N(C(=O)NC)c1c(O)cccc1,-5.8,-6.0
CCOC(=O)C1C=C2CP=C1C(F)O2,-5.8,-6.0
O=S(=O)(S)OC1C2=CCC1OC2,-5.8,-6.0
CC=CCC(C)C(=O)O,-5.8,-6.0
O=c1sc2cc3c(O)cc2n13,-5.8,-6.0
CN(C)C(C=O)=C(Cl)n1[nH]c(=O)[nH]c1=O,-5.9,-6.0
Nc1cc(=O)[nH]c(=O)[nH]1,-5.9,-6.0
O=C(O)C1=NCCCC1,-5.9,-6.0
O=Nc1c2cc(Cl)c(c1)o2,-5.9,-6.0
CN(C=O)S(=O)(=O)CC=CCC=O,-5.9,-6.0
C=CC(Cl)=CCCC(=O)O,-5.9,-6.0
CN(C)C1=CC(CF)=C(C=O)C1,-5.9,-6.0
NC=CC=C(Br)C=CCC=O,-5.9,-6.0
CCCC(=O)OC(=O)C=CC=O,-5.9,-6.0
O=c1cc[nH]c(=O)n1CCCF,-5.9,-6.0
CCCCC=CC=CNO,-5.9,-6.0
Cc1c[nH]c(=O)oc1=N,-5.9,-6.0
CC=CCC(=O)NC=CCCF,-5.9,-6.0
CCCC=CC(Cl)OC=CN,-5.9,-6.0
CC(=O)c1ccccn1,-5.9,-6.0
C=CC=CC=CN=CNN(C)C,-5.9,-6.0
CC=CCCCC(=O)OCC,-5.9,-6.0
CCc1ccc(OC)nn1,-5.9,-6.0
CN(C)c1ccc(C=O)cc1,-5.9,-6.0
CC1=C2CC(=O)N(C1(C(=O)O)N1c3c(cccc3)NC(=O)N1CCCO)S2(=O)=O,-5.9,-6.0
N=C(O)C1=CNC(=O)C1,-5.9,-6.0
CCCCCCONC(C)(C)Cl,-5.9,-6.0
CCC1CCC(CCCCO)CNN(C)CCC(O)C(C)CON1,-5.9,-6.0
CCCC1CC(C)(O)C1,-5.9,-6.0
CCC[O+](O)N1CCCN(C)C1=O,-5.9,-6.0
CCC[N+](O)(CC1C[N+]1=O)CC(C)(C)C,-5.9,-6.0
CCC1CC(C)(C(C)N(C)C(C)OC)C1CCCOC,-5.9,-6.0
COC(C)(CO)COC(=O)C(C)C,-5.9,-6.0
C[N+]12CC(CO1)CN(CCCO)C2,-5.9,-6.0
Cc1ccccc1O,-5.9,-6.0
CC1C(CCO)OC2NCCN21,-5.9,-6.0
CC(C)(C)CC1CCCOC1,-5.9,-6.0
CCCCOC(=O)C(CC)CCC,-5.9,-6.0
O=C1CCCC2CCC3CC(CON(O)C4=C(C=C4)N13)OC2,-5.9,-6.0
CCOCC1CCN([N+]2(C)CCCC2)C2CCCNC2CC1=O,-5.9,-6.0
CCNCCC(C)CCC(C)C,-5.9,-6.0
CCCCC(CCCC)N(C)CCCC,-5.9,-6.0
CCC(C)N(CC)CCC(C)O,-5.9,-6.0
CCCC1CC[O+](CCO)C1,-5.9,-6.0
CC(O)CCC1CC(C)O1,-5.9,-6.0
CCC12CCN3CC4C5CCCCCC(C)(C51C)C2(C3)[O+]4C,-5.9,-6.0
CCCCN(C)CC1CCCNC1,-5.9,-6.0
CNCCC(=O)CCCC(C)C,-5.9,-6.0
CC1CC(O)(N(C)C(C)C)C1,-5.9,-6.0
Fc1c2oc3c1NCC31OC23CC2(CCC4Cc5c6cc(cc5)OC642)C1N3,-5.9,-6.0
CC1=CC2=CC=C1C2O,-5.9,-6.0
O=C1C=CC(C(=O)O)O1,-5.9,-6.0
COc1ccc(-c2c(C(=O)N3C=Cc4cc3cc(C)c4)c(NC(N)=O)ccc2C)cc1,-5.9,-6.0
CC(O)C=C(C=O)C=CC=O,-5.9,-6.0
CC=CC(C=O)=NOC(=O)OC,-5.9,-6.0
CN(C)Cc1ccc(Cl)cc1,-5.9,-6.0
CN=C(SC(=CS)OC)N1CCOC(=O)C1,-5.9,-6.0
O=C(O)CCCON1Cc2cc1cs2,-5.9,-6.0
COc1c(Br)c2c(Cl)c(C)c1o2,-5.9,-6.0
Clc1c2NC=Cn3c1ccc23,-6.0,-6.0
CC=CCC(=O)SCCCC=O,-6.0,-6.0
CN(C)c1c(C=O)cccc1,-6.0,-6.0
CC(=CCC=O)CC(=O)O,-6.0,-6.0
O=COC=CC1=C2C=CC(C=N2)O1,-6.0,-6.0
O=CC1=CCCC(=O)N1,-6.0,-6.0
O=CCCCc1ccccn1,-6.0,-6.0
O=C1ON=C2CNC=C12,-6.0,-6.0
Cc1c2C(=O)Oc(c2Cl)cn1,-6.0,-6.0
O=C1OCC2=CCC1=C2Cl,-6.0,-6.0
CCCOc1ccc(Cl)cc1,-6.0,-6.0
CNC(=O)n1ccc(Cl)c1C,-6.0,-6.0
O=C1Cc2cc(cc(Cl)n2)O1,-6.0,-6.0
O=CN1C=CCC(=O)N1,-6.0,-6.0
ClC(Cl)c1c2ncc(c1)o2,-6.0,-6.0
CC(=O)c1c(C)cccn1,-6.0,-6.0
O=c1oc2cc3c1cc2[nH]3,-6.0,-6.0
CCc1ccc(Br)cc1,-6.0,-6.0
O=CCc1ccccc1,-6.0,-6.0
O=C1ON2c3cc1c(nc3)C2Cl,-6.0,-6.0
CN1C=C(C=O)C=CC1Cl,-6.0,-6.0
CC=CC=CC(N=CN)=NC,-6.0,-6.0
O=c1oc2cc3c1cc2n3Cl,-6.0,-6.0
CC1=CNn2c(=O)n1c(=O)n2C,-6.0,-6.0
CC=CCC(=O)N(C)[SH](=O)=O,-6.0,-6.0
O=C1NC2=C(Cl)CC1=C2,-6.0,-6.0
ClCCc1ccc(Cl)cc1,-6.0,-6.0
O=C1Nc2cc1cnc2Cl,-6.0,-6.0
O=C1NC=C(C(Cl)Cl)CO1,-6.0,-6.0
O=C1C2CC(=CS2(=O)=O)S1(=O)=O,-6.0,-6.0
Cn1c(=O)n2cc1c(=O)[nH]c2=O,-6.0,-6.0
O=c1scc2C=CCn21,-6.0,-6.0
C=CC1=CCC(N(C)C)C(=O)O1,-6.0,-6.0
CN(C=O)c1cnccc1,-6.0,-6.0
CN1C(=O)c2c(Cl)ccc1c2,-6.0,-6.0
CCCC(=O)C(C=O)=CC=O,-6.0,-6.0
Fc1nc(C(F)Cl)ccc1,-6.0,-6.0
O=C1CC2=CN1CCC2,-6.0,-6.0
O=C1CCC(Br)S(=O)(=O)O1,-6.0,-6.0
CC(C)Oc1ccnc(CF)c1,-6.0,-6.0
O=C1Cn2c(=O)[nH]cc1c2=O,-6.0,-6.0
CC=CNC(=O)NC=C(C)Br,-6.0,-6.0
CCCC=CC(Cl)=CNC=O,-6.0,-6.0
O=C(OCCCl)c1cnccc1,-6.0,-6.0
O=C1CCS(=O)(=O)N1S(=O)(=O)Cl,-6.0,-6.0
O=CN(CCl)C1=CCCC1=O,-6.0,-6.0
O=Cn1c([SH](=O)=O)c[nH]c1=O,-6.0,-6.0
N=C(C=O)S(=O)(=O)CCCC=O,-6.0,-6.0
CC=CC(Cl)=CNC(=O)N(C)C,-6.0,-6.0
O=C1C=C2C=C3C=C2N1C3,-6.0,-6.0
CCc1ccc(OCF)cn1,-6.0,-6.0
CCCC=CCOC=CNO,-6.0,-6.0
c1cc2c(cc1)OSC2,-6.0,-6.0
NC=C1C(=O)OC(OC(N)=S)C(=O)N1c1c2c(ccc1)Cc1c-2c2ccccc2o1,-6.0,-6.0
COC1=C2C=CC(O1)C(=O)O2,-6.0,-6.0
CCCC=CC=CC=C=O,-6.0,-6.0
CC=CCCCC(=O)OC,-6.0,-6.0
ClNOc1c2COCc(n1)[nH]2,-6.0,-6.0
O=C1NC2=C(CO1)OCO2,-6.0,-6.0
CC1=C2CN(C1)C(=O)N2C(C)C,-6.0,-6.0
CN1C=Nc2c(C=O)ccc1c2,-6.0,-6.0
CSC1=C2CC3=C=C2CC(=O)N31,-6.0,-6.0
NC(=O)C1=COC(=O)C1,-6.0,-6.0
O=C1NC2=C3OCC(=C13)C2,-6.0,-6.0
CCOC(=O)C1C=CNC1=O,-6.0,-6.0
CCCC1=COC(=O)C1,-6.0,-6.0
CCOC(=O)ON1CCCC1=O,-6.0,-6.0
C[O+]1CCCCCCCC1,-6.0,-6.0
CC(O)C1OCCCOC2CC21,-6.0,-6.0
CCCC(C)(C)OC(=O)CN(C)[N+](C)(C)C,-6.0,-6.0
CCN1CCC2(C)CCC1CO2,-6.0,-6.0
COC(C)CC(C)CC1(C)CC1,-6.0,-6.0
CCCC1CCOCC1C,-6.0,-6.0
CN1CCCCC2=CN=C21,-6.0,-6.0
CCCCCN1CCCN(C)C1,-6.0,-6.0
CCCCOC1(C)CCOC(C2(C)CC2)C[N+](C)(CC)OCC1,-6.0,-6.0
CC(C)C1OOCC[O+]1N(C)C,-6.0,-6.0
CCCNC=NN=C(NC)C(C)C,-6.0,-6.0
C[N+](=O)CNc1ccccc1,-6.0,-6.0
CCN1CC(C2CNCC2C)C1,-6.0,-6.0
CCC(C)COC1(OC)C(C)C[O+]1C,-6.0,-6.0
CC1CCCCCCN1C,-6.0,-6.0
CC12CCC(CCCN1)C2,-6.0,-6.0
CC1(C)CN2CC(C)(C1)O2,-6.0,-6.0
COC(=O)N1CC2CC1CC1CCCC3CC3C(=O)CC2C1,-6.0,-6.0
CC=CC(CCC)C(C)C,-6.0,-6.0
O=C(COC1=CC=C1)C1CC1,-6.0,-6.0
CCCC1(CC)CCCC1,-6.0,-6.0
CC(O)CN1CCOC(=O)N1,-6.0,-6.0
COC(=O)N1CCCCC(C)C1,-6.0,-6.0
COC1CCCC2OC2CC1,-6.0,-6.0
CC(=O)C1=CC=C1C,-6.0,-6.0
CC(C)CC1CCC1C,-6.0,-6.0
CCCCN1CNN(C)CC1C,-6.0,-6.0
CCC1(C2CC2C)OCCC1C,-6.0,-6.0
CCCC(C)OC(C)NC(C)C,-6.0,-6.0
CCCC1C(OC)CC1(C)CC,-6.0,-6.0
CC1CC(C)C2(C)C[N+]3(C)C(OC(C)C3(C)C1)C2C,-6.0,-6.0
O=CCC1CC=CC1=O,-6.0,-6.0
O=C1ONN2CN=C1C2,-6.0,-6.0
CC=CNC(=O)c1cccs1,-6.0,-6.0
O=C1ON2CC1=CNC2=O,-6.0,-6.0
O=C1CN2C(=O)CCC2N1,-6.0,-6.0
Fc1c2C=Cc1ccc2,-6.0,-6.0
CCOC(=O)C(N=N)C(N)=O,-6.0,-6.0
N=Cc1ccccc1,-6.0,-6.0
N=Cc1ccc(Cl)cc1,-6.0,-6.0
CN1CC2C3=CC(Cl)=C2C=C31,-6.0,-6.0
CC1=C=C(C=O)CC1,-6.0,-6.0
c1c2oc(c1)c1c[nH]cc21,-6.0,-6.0
CN1CCc2c(Cl)ccc1c2,-6.0,-6.0
NC(=O)N(CCCS)CCCC(=O)O,-6.0,-6.0
CCCC(C)=CNC(N)=O,-6.0,-6.0
O=c1c2cc3cnc2ncn-31,-6.0,-6.0
CC(C=CF)=C(C)CC=O,-6.0,-6.0
c1cc2cc(c1)-n1cnc-2c1,-6.0,-6.0
CC=CC=CNN=CC=CC,-6.0,-6.0
CCCCOc1ccccc1,-6.0,-6.0
O=C1CC2CC(=O)N1C2,-6.0,-6.0
COC1=CC(=O)OC(=O)C1,-6.0,-6.0
CCOC(=O)C1=Cc2ccc(OC)cc2C1=C(CNC(N)=O)C(=O)OC12SCN(c3c1cccc3)c1c2cccc1,-6.0,-6.0
CC1=C2OCC(C1)OC2(C)C,-6.0,-6.0
C1=C2Cc3c(cc2cc3)O1,-6.0,-6.0
CCOC(=O)N1c2c(cccc2)C2=C3N(C(=O)OCC3(C)C)C1C2,-6.0,-6.0
O=C1NC2C3=CSC2(F)N1C3,-6.0,-6.0
COC(=O)C12NC(=O)NC(Cl)(C(=C(C)c3ccccc3)C1=C(C)CCc1ccccc1)N2C(C)=O,-6.0,-6.0
Cn1cc(Br)c(C(F)C(F)F)c1,-6.0,-6.0
Cn1cc2NS(=O)(=O)n1c2=O,-6.0,-6.0
CCCC1Oc2ccc1cc2,-6.0,-6.0
N#CC1C=Cc2nc1ccc2,-6.0,-6.0
Nc1nc2c3c(=O)[nH]c(n2)c(=C2CCC(=O)CC2=Cc2ccccc2)n13,-6.0,-6.0
O=C1CC(CS(=O)(=O)Br)=NO1,-6.1,-6.0
C=CC1=CNC(=O)NC1,-6.1,-6.0
CCCC(=O)n1c(=O)ncn1C,-6.1,-6.0
CN(C=O)C1=COCC=C1,-6.1,-6.0
O=C1Cn2cc1c(=O)oc2=O,-6.1,-6.0
CCc1ccc[nH]c1=O,-6.1,-6.0
COCC=CN1C(=O)OCCC1Cl,-6.1,-6.0
CCc1c2cc(F)c(c1)o2,-6.1,-6.0
CCc1c2cc(OC)c(c1)o2,-6.1,-6.0
COc1ccc(C2=C(c3ccc(O)cc3)C(c3ccccc3Cc3ccccc3)C=C2C#N)cc1,-6.1,-6.0
CCCC(=O)Oc1c(CCC=O)c2c(-c3ccccc3)oc(=O)n2c2c1cccc2,-6.1,-6.0
O=C1CC(F)S(=O)(=O)N1,-6.1,-6.0
CCN(C)CCCOC(C)C(C)(C)CC,-6.1,-6.0
CC(C)C12CC(C)(C1)C2,-6.1,-6.0
CC[N+]1=C(C)N(C)C1=C1NCCC(=O)N1C,-6.1,-6.0
CCC(C[O+]=C1CN1)C(C)N,-6.1,-6.0
CN1CCC(=O)NOC(=O)CC1,-6.1,-6.0
CCC1CCCC(=O)O1,-6.1,-6.0
CC1CCCC2CC2C2C3CCCC(C)(C(CC1)C3)C2(C)O,-6.1,-6.0
CCCCCCOC1CCCC1,-6.1,-6.0
CN(C)C(=O)C1CC(F)OC1=O,-6.1,-6.0
COc1cc(OC)c(P=CN(C)C)cc1,-6.1,-6.0
CC=CC1=C2C(=O)N(Cc3ccccc3)C(=C3c4ccccc4-c4cc(Cl)ccc34)C2=CC1,-6.1,-6.0
O=CN(C(=O)c1ccccc1)C(=O)N1C=C(C(=O)O)C(=Nc2cc3ccc2o3)CC1=O,-6.2,-6.0
O=CC1=CNC(=O)C(Cl)C1,-6.2,-6.0
O=C1CC2C(=NC(=O)C34CC(Cc5ccccc5)c5c(ccc3c5)S4(=O)=O)N1Cc1c2cccc1,-6.2,-6.0
CCOP(=O)(OCC)N1CC(=O)NC(=O)C1,-6.2,-6.0
O=CNP=C1C=CC=CC1,-6.2,-6.0
O=C1Oc2c3C=C(Br)c(c13)n(C1CCS(=O)(=O)c3c1cccc3)c2=O,-6.2,-6.0
CCCOc1c(C(=O)NCC=C2Cc3cc(cc4c3CC=C(CCl)N4)N2C(=O)c2ccccc2)cccc1,-6.4,-6.0
CCCCCCCN(CC(C)C)N=O,-6.4,-6.0
CC1=C(N2CC(CCCc3ccccc3)=c3nc4-c5c(cccc5)C(=O)C=c4n32)Cc2cc1c(Cl)cc2,-6.4,-6.0
CCOCC(C(C)C(=O)N(C)C=O)C1CC2C(C)CC3CCN(CC2C3=O)OC1CC,-6.5,-6.0
CCC1CC2CCC3C(C)COC3(COO1)O[N+](C)(CC(C)C(C)C)C2,-6.6,-6.0
COc1cc2c3C4=CC5(OC46OC2CC6C2(C=O)Cc4c(cccc4)C52O)c3c1,-6.6,-6.0
CC=CC(C=O)=C1C(c2cc(N(CC)C(C)=O)c(OC)cc2)=C=C2OC(=O)C=C21,-6.6,-6.0
CCCC(=O)c1c(-c2ccccc2N2c3ccccc3C3=CCc4cccc2c34)ccc(OC)c1,-6.7,-6.0
CC(=CCc1ccccc1)CC(=C(c1ccccc1)c1ccccc1C(C)=C1C=CC(=O)C1)c1ccccc1,-6.8,-6.0
CC=C1C(OC(=O)CCC)C23CC14C1=CC(=O)C(C)=C1C2C4CC(=O)O3,-6.8,-6.0
O=CC1CC2=C3C(=O)OC45C6=C7OC48CC(CCc4ccccc4)=C7C(=O)C5(C2)C31c1cccc8c61,-7.0,-6.0
COc1cc2c(cc1)CC(=CC=CC=CCCc1ccccc1)N2C(=O)C1OCc2c3C=C1c2ccc3,-7.1,-6.0
CCCc1ccc(C(Br)=NN2c3c(cccc3)N3C(=O)C2SC3c2ccccc2)cc1,-8.0,-6.0
COc1ccc(C2=C3C(=O)c4c(cccc4)C2C24CCCC(c5ccccc5)=C2C=CC34)cc1,-8.0,-6.0
CCOC(=O)C=C1C(c2c(-c3ccccc3)cccc2)=C2CCOC1(c1ccc3cc1-c1ccccc-31)O2,-8.8,-6.0
CCC1C(=O)Oc2c(Cl)cc(OC3c4c(cccc4)OC4SCNC43)c1c2,-8.9,-6.0
CC1=CC(=C2C=Cc3c2c2c(cccc2)s3)C(c2ccccc2)=C1c1ccccc1,-2.2,-6.1
CCC(C=CC=CCc1ccccc1)=C1C=C(Cl)c2c1c1c(cccc1)n2-c1cc2c(cc1)nc(C)[nH]2,-4.1,-6.1
CCOC(=O)Cc1c2cc(cc1)N(O)C1(C(=O)CC(C)C)C(=O)C34CC5=CC3C(=C21)C(C5)c1c4cccc1,-4.2,-6.1
CC(Cc1ccccc1N1Sc2ccc1cc2C(Cc1ccccc1)=C(C)Cc1ccccc1)=C(c1ccccc1)c1ccccc1,-4.5,-6.1
CCCCC(C)(C)C1CC2CCOC(C)N1C(C)C1CC1CC(C)C2,-4.5,-6.1
CCCOC12SC3=C(C1=C(C)Cc1ccccc1)C(c1cc4ccc1o4)(CC3)c1c2cc(Cl)cc1,-4.5,-6.1
CC(C)=CC1=C2c3cn(cc3C3=CC(=CC(Cl)=CN)C(=O)N3c3ccc(Cl)cc3)C2C(=O)NC1=N,-4.7,-6.1
CCCC(C(C)O)C1CC2C3C(OC)C24C(C[O+]3C)C4CC(CC)(OC)C1,-4.9,-6.1
O=COCC=COc1cc2c(cc1F)C1=C(c3ccccc3)CCC2C12C(=O)C=CC21CCC(=O)O1,-4.9,-6.1
CCCCCOC1C(=CC=CN)C(OCCCC=Cc2ccc(OC)cc2)(N(C)C)N(C(=O)c2ccccc2)C1c1ccc(Oc2c(C)cccc2)cc1,-4.9,-6.1
CCc1cccc(SC(=CC2=CC3=CC4C=C3C(=c3ccc(=C(C)Cc5ccccc5)c(=O)n3C(N)=O)N24)C(=O)c2ccccc2)n1,-5.0,-6.1
CCC[N+]1(C)NC2C3CCCC1(C)CC(C2C)C1C(C3)C1(O)OC,-5.1,-6.1
NC(=O)OC(=C1c2c(cccc2)N(CC=O)c2c1cccc2)c1ccccc1,-5.2,-6.1
CCc1ccccc1C(=C(C=C(C)S(C)(=O)=O)c1ccccc1)c1ccccc1,-5.2,-6.1
CCC1CCCC2CC3CCC(CCC1C3(C)O)C(O)CC2=O,-5.2,-6.1
CN(C)C(=CC=CN)C(C1=CCC(C=O)=C1CC(=O)O)=c1scc2OC(=O)NC=c21,-5.3,-6.1
O=C1CCC2(C3=CC(Cl)=C2C2=C3CCCC2c2ccccc2)c2cccc(Cl)c12,-5.3,-6.1
COc1ccc(C2c3cccc4c3COC(=O)N42)c(N2C=CCc3c2cccc3)c1,-5.5,-6.1
NC(=O)NC1=c2c(C(=O)O)c[nH]c(=O)c2=C2C(C1)c1c3cc(cc1)S(=O)(=O)N23,-5.5,-6.1
CC(=O)SCC(CC=O)=C(O)C1=CCN(C)C1=CC=CCC(C)=C1c2cccc(c2)C2=C(C)c3c(c(C=O)ccc3)C12C=O,-5.6,-6.1
